"Progeny" "Sire" "Dam" "Sex" "G" "NMPrg" "NFPrg" "F" "Homo" "Phen" "Res" "Polygene" "QTL"
1 0 0 "M" 0 2 1 0 0.58 21.5993003980917 -4.45778264836677 0 26.0570830464585
2 0 0 "M" 0 5 0 0 0.493333 -0.402569913204678 -12.058565689643 0 11.6559957764383
3 0 0 "M" 0 2 3 0 0.62 14.066687013232 0.411263138456899 0 13.6554238747751
4 0 0 "M" 0 0 2 0 0.606667 22.9579352236071 6.39388407571143 0 16.5640511478957
5 0 0 "M" 0 2 0 0 0.6 -9.33551936081213 -7.86554355912735 0 -1.46997580168478
6 0 0 "M" 0 3 2 0 0.54 -0.839468962174422 -3.8548929809552 0 3.01542401878077
7 0 0 "M" 0 0 2 0 0.55 5.00433846107374 -4.75867884077706 0 9.7630173018508
8 0 0 "M" 0 2 2 0 0.56 17.4424528195172 7.19750691474437 0 10.2449459047728
9 0 0 "M" 0 1 1 0 0.57 -10.7094646204822 -0.18505622887574 0 -10.5244083916065
10 0 0 "M" 0 2 2 0 0.576667 -12.4927622216393 -13.7311775893855 0 1.23841536774613
11 0 0 "M" 0 2 3 0 0.586667 5.02260709170805 -9.82427827680338 0 14.8468853685114
12 0 0 "M" 0 1 1 0 0.586667 -8.21134123522848 -5.54488701581857 0 -2.66645421940991
13 0 0 "M" 0 1 4 0 0.536667 3.71664789151821 1.21381188657659 0 2.50283600494162
14 0 0 "M" 0 2 1 0 0.57 9.50097334492076 -1.20872315937481 0 10.7096965042956
15 0 0 "M" 0 1 1 0 0.58 -8.64425592468572 -13.3604104855461 0 4.7161545608604
16 0 0 "M" 0 4 1 0 0.516667 5.92788886543384 1.70057481208407 0 4.22731405334977
17 0 0 "M" 0 1 1 0 0.566667 4.42348030835791 1.55078715940733 0 2.87269314895058
18 0 0 "M" 0 2 0 0 0.546667 -2.11484444623267 0.249318673672384 0 -2.36416311990505
19 0 0 "M" 0 0 2 0 0.486667 -35.7275114438529 -20.4658541402115 0 -15.2616573036414
20 0 0 "M" 0 0 2 0 0.566667 3.7802713864192 2.13154105608615 0 1.64873033033305
21 0 0 "M" 0 0 4 0 0.536667 40.3229664354235 26.7007166431368 0 13.6222497922867
22 0 0 "M" 0 4 0 0 0.533333 -6.95797277028836 -12.2701600631211 0 5.31218729283275
23 0 0 "M" 0 3 2 0 0.57 -2.60290100068684 8.34247331947683 0 -10.9453743201637
24 0 0 "M" 0 2 1 0 0.57 14.8661909276067 5.32571747050487 0 9.54047345710183
25 0 0 "M" 0 1 3 0 0.56 -15.2188139093984 -6.46824963186768 0 -8.75056427753076
26 0 0 "M" 0 3 2 0 0.56 19.9936388157432 6.03161260832291 0 13.9620262074203
27 0 0 "M" 0 2 3 0 0.566667 -19.1264692557279 -17.8384413571217 0 -1.28802789860625
28 0 0 "M" 0 0 2 0 0.596667 11.2423868605139 3.34942167117471 0 7.89296518933924
29 0 0 "M" 0 1 2 0 0.583333 13.5118190966699 5.60975721885086 0 7.90206187781902
30 0 0 "M" 0 2 3 0 0.54 23.3104570169986 12.2093565459939 0 11.1011004710047
31 0 0 "F" 0 1 2 0 0.526667 11.20610863821 -2.11453587717209 0 13.3206445153821
32 0 0 "F" 0 1 0 0 0.506667 -3.55532856759586 6.99429525136215 0 -10.549623818958
33 0 0 "F" 0 0 2 0 0.543333 7.21999655238911 -7.06436682009483 0 14.2843633724839
34 0 0 "F" 0 2 2 0 0.536667 16.9929316409378 -4.65150945120915 0 21.644441092147
35 0 0 "F" 0 0 1 0 0.523333 -14.1453506143553 -17.66198610056 0 3.51663548620465
36 0 0 "F" 0 2 2 0 0.54 7.97954200382931 1.89288595868582 0 6.0866560451435
37 0 0 "F" 0 0 1 0 0.626667 -7.02390683386185 -3.66180676119473 0 -3.36210007266712
38 0 0 "F" 0 2 2 0 0.543333 16.8060993435089 10.5760117768447 0 6.2300875666642
39 0 0 "F" 0 2 0 0 0.546667 -18.4523828345589 -7.41621461852177 0 -11.0361682160372
40 0 0 "F" 0 3 1 0 0.566667 14.1487528369216 -13.4835905258526 0 27.6323433627742
41 0 0 "F" 0 1 2 0 0.556667 -11.3027488665158 -5.17306431961887 0 -6.12968454689697
42 0 0 "F" 0 0 4 0 0.523333 33.7940724525636 14.1173570168973 0 19.6767154356663
43 0 0 "F" 0 2 2 0 0.556667 19.8733337887257 1.85465027768289 0 18.0186835110428
44 0 0 "F" 0 1 2 0 0.56 15.8071421915326 -0.436914427864313 0 16.244056619397
45 0 0 "F" 0 1 1 0 0.553333 -0.869568498624069 -2.15913375205422 0 1.28956525343015
46 0 0 "F" 0 2 2 0 0.59 5.99785045886735 14.6377534634325 0 -8.63990300456511
47 0 0 "F" 0 2 2 0 0.546667 -18.4276784601811 2.29666637237438 0 -20.7243448325554
48 0 0 "F" 0 1 1 0 0.59 -7.01097246156565 1.07623634352438 0 -8.08720880509003
49 0 0 "F" 0 1 3 0 0.53 -0.96987341647624 -13.7810255888946 0 12.8111521724184
50 0 0 "F" 0 2 2 0 0.566667 4.77496395162285 -9.68182883154639 0 14.4567927831692
51 0 0 "F" 0 1 0 0 0.54 11.1093498275079 2.51711380123191 0 8.59223602627597
52 0 0 "F" 0 3 1 0 0.59 -2.27105703463827 -10.946936973485 0 8.6758799388467
53 0 0 "F" 0 2 1 0 0.59 10.6026856887992 3.97642844960184 0 6.62625723919736
54 0 0 "F" 0 3 0 0 0.543333 8.68362304324033 -9.96302004340238 0 18.6466430866427
55 0 0 "F" 0 1 3 0 0.486667 0.181485339123478 1.00578011976896 0 -0.824294780645485
56 0 0 "F" 0 2 1 0 0.516667 11.834129335649 9.53680281427113 0 2.29732652137783
57 0 0 "F" 0 0 1 0 0.59 -29.3755981785116 -17.903229347948 0 -11.4723688305636
58 0 0 "F" 0 2 1 0 0.526667 13.3186201967971 3.11701215824346 0 10.2016080385537
59 0 0 "F" 0 0 2 0 0.526667 27.809138618511 25.5398800659486 0 2.26925855256243
60 0 0 "F" 0 1 1 0 0.52 14.5381268943455 -8.60837755974307 0 23.1465044540886
61 0 0 "F" 0 2 2 0 0.56 7.12131126138618 5.43928441820242 0 1.68202684318376
62 0 0 "F" 0 0 4 0 0.536667 1.78611807825057 -3.92338036460582 0 5.7094984428564
63 0 0 "F" 0 1 0 0 0.526667 3.07940683601965 12.3544189835141 0 -9.27501214749443
64 0 0 "F" 0 0 1 0 0.543333 4.25872743307573 11.9608643943549 0 -7.70213696127917
65 0 0 "F" 0 0 1 0 0.56 -4.90302319533422 -4.95746901266766 0 0.0544458173334468
66 0 0 "F" 0 2 2 0 0.57 3.99954612507673 -2.94341221229854 0 6.94295833737528
67 0 0 "F" 0 0 2 0 0.54 -21.0957404986371 -5.73497482696865 0 -15.3607656716684
68 0 0 "F" 0 1 0 0 0.51 23.6171552728016 16.192087280749 0 7.42506799205261
69 0 0 "F" 0 1 1 0 0.573333 14.4337889423341 -9.56927673172408 0 24.0030656740582
70 0 0 "F" 0 0 1 0 0.536667 0.47334441818676 0.412371196636109 0 0.0609732215506511
71 0 0 "F" 0 3 1 0 0.566667 -20.446464467594 -14.9831044334634 0 -5.46336003413064
72 0 0 "F" 0 1 1 0 0.55 11.8716906962967 6.60959156330937 0 5.26209913298732
73 0 0 "F" 0 2 2 0 0.546667 16.8265300026706 2.85457620801876 0 13.9719537946518
74 0 0 "F" 0 1 2 0 0.573333 11.3767757761075 13.8886629376769 0 -2.5118871615694
75 0 0 "F" 0 1 1 0 0.59 -3.37632286611194 -1.59343605204818 0 -1.78288681406376
76 0 0 "F" 0 4 0 0 0.583333 6.68770751897149 -4.60918903154203 0 11.2968965505135
77 0 0 "F" 0 1 1 0 0.513333 22.8141369558315 1.68438071372442 0 21.1297562421071
78 0 0 "F" 0 0 3 0 0.57 19.2457730972181 13.9549302314235 0 5.29084286579461
79 0 0 "F" 0 0 3 0 0.583333 7.45740577663903 7.28426261083474 0 0.173143165804295
80 0 0 "F" 0 2 2 0 0.523333 7.60905135946142 3.35089949349402 0 4.25815186596739
81 0 0 "F" 0 2 2 0 0.546667 9.79447893764308 11.6927649206754 0 -1.89828598303229
82 0 0 "F" 0 1 2 0 0.576667 26.5688877853163 2.4796682456098 0 24.0892195397065
83 0 0 "F" 0 0 2 0 0.536667 1.20166459437646 -3.58149472463965 0 4.78315931901611
84 0 0 "F" 0 3 1 0 0.51 29.8283294086275 13.8349332408034 0 15.993396167824
85 0 0 "F" 0 0 1 0 0.556667 13.391310277355 4.1206916653873 0 9.27061861196771
86 0 0 "F" 0 1 3 0 0.54 -2.13712368697772 -1.23007861764988 0 -0.907045069327839
87 0 0 "F" 0 1 0 0 0.58 22.7994662096185 -0.662293123159709 0 23.4617593327782
88 0 0 "F" 0 1 1 0 0.556667 -25.5419499223107 -23.2249087725631 0 -2.31704114974767
89 0 0 "F" 0 2 0 0 0.533333 -9.78241643731701 -10.4565650109855 0 0.674148573668459
90 0 0 "F" 0 2 1 0 0.616667 23.665590022471 20.5787502359886 0 3.08683978648235
